gene,P1T,P6T,P14T,P15T,P16T,Cont-19,Cont-21,Cont-32,Cont-51,Cont-54,Cont-70,Cont-78,P3T,P10T,P13T,CONT-34
EXOSC10,1747,3512,2385,2519,1280,1416,4088,2631,2075,1220,1308,1866,2239,1824,1604,1335
RNF146,842,1799,1788,1683,431,639,1472,1060,1373,667,627,568,1262,739,1422,515
ARSD,831,1936,939,1832,440,1208,4615,1328,943,418,911,999,1847,1474,1567,1663
RGS12,1552,2135,1299,1580,407,1643,2657,1786,1326,460,737,1373,1909,814,1755,1682
HPDL,0,12,11,4,5,10,9,3,4,2,3,5,11,18,4,2
PMS2P6,22,52,32,32,16,28,36,30,18,20,18,19,51,25,24,10
CDYL,375,773,619,714,263,305,476,603,952,564,330,370,618,442,570,454
YWHAH,5286,10505,7507,11995,2020,5279,12137,6956,6531,11698,3185,2961,6068,6644,8368,7164
ZFP41,45,105,92,83,36,60,126,94,65,20,41,51,177,75,63,48
LINC00304,5,24,10,11,12,0,11,11,6,2,7,10,13,3,3,1
PTP4A2,4532,11276,7259,8743,6142,7311,8463,6155,4509,3315,3014,4417,6496,5181,6266,5343
FSD1L,132,166,187,177,71,172,363,104,114,93,75,238,175,153,215,188
NPIPB4,2127,4090,3851,2687,1850,764,2975,3932,1917,1645,1255,1756,2390,2081,2682,1904
GPR132,395,937,1148,1268,263,274,564,3488,747,303,588,218,806,751,1026,1837
TOR3A,856,2977,1673,1822,1114,1631,1916,1746,677,337,624,782,1511,1494,1857,2015
RP11-627K11.1,3,9,4,7,2,8,21,4,5,7,3,1,11,4,1,1
DCXR,314,1062,717,802,213,353,1318,611,228,199,187,379,784,488,470,442
SH2D1B,158,118,548,149,102,3,63,403,200,46,183,27,179,286,241,131
APCDD1L,5,2,6,219,45,147,47,6,15,0,5,105,1,535,1,8
NOXRED1,20,21,26,29,9,3,15,16,20,18,9,12,22,13,17,4
ACACA,333,808,823,849,374,457,648,778,657,409,407,566,989,1282,663,373
LMTK2,521,768,566,444,647,519,755,1037,646,494,458,655,1122,597,436,587
STK32C,97,368,304,342,60,200,390,184,123,42,117,227,422,193,355,194
NBR2,95,191,133,88,47,46,178,97,49,14,93,68,159,54,74,54
ACOX3,219,618,425,491,228,554,611,452,246,151,211,411,442,335,349,349
VPS37C,354,754,663,782,179,474,873,850,554,360,284,382,711,448,754,724
LFNG,449,892,1025,1342,269,1821,953,2222,759,170,552,257,1010,731,1289,1328
AGGF1,905,1771,1402,1730,734,1169,1675,994,1188,494,671,933,1405,959,1333,736
SCARB2,4540,12817,7612,12285,2649,5649,8286,5964,6139,3591,3978,5194,7161,6359,12142,6715
SLC4A3,37,144,51,63,34,226,269,53,21,5,26,98,75,92,31,12
FAM188A,568,928,599,803,344,337,682,765,890,418,400,490,660,453,550,542
PRAME,158,557,83,373,596,1396,993,437,1,1,203,1060,59,414,14,130
CH17-353B19.1,8,17,9,22,7,10,11,7,5,0,4,15,11,5,13,7
TOP2B,2999,6260,5433,5456,2888,1852,3084,4306,4865,2914,2392,1937,4547,3220,3947,2268
PSMA6P2,2,11,3,4,4,6,13,5,4,3,5,6,4,1,13,9
KIAA1958,409,304,167,358,200,211,953,546,173,124,150,413,308,451,139,302
UBIAD1,245,571,552,567,296,340,481,382,392,269,203,299,564,403,404,304
Y_RNA,2,16,7,12,5,3,14,5,2,2,1,2,3,4,6,6
CTD-2015G9.2,127,273,28,77,40,36,190,171,26,13,158,266,225,12,3,74
TIGD7,345,335,343,519,188,107,250,289,122,150,176,290,314,143,165,216
SH3RF2,22,18,18,51,35,152,167,43,13,10,75,100,198,55,8,1
RP11-384P7.7,5,12,3,8,1,0,2,28,17,3,4,0,5,2,0,0
RP11-81A1.7,0,5,2,12,0,0,2,4,0,0,1,0,9,2,0,4
VPS50,813,1347,1105,1141,543,849,1111,842,787,417,558,808,830,828,1048,408
RP11-66D17.3,6,13,6,2,0,4,6,2,2,1,1,2,1,5,2,1
MRPS18A,379,885,463,691,328,651,1698,472,299,218,239,449,574,556,409,616
DDHD2,1468,2059,1564,1544,809,775,1767,1830,1588,837,852,1726,1696,933,880,913
TPBGL,6,31,24,55,5,30,56,5,10,2,11,4,12,59,16,12
POLR2B,2654,5023,4106,4714,2330,1940,4424,4017,2833,1835,2115,2649,3294,2658,2960,1687
ZNF182,411,618,496,584,264,275,760,487,286,146,348,320,443,307,435,183
MYSM1,2363,3477,3739,3317,2006,837,1368,3336,2586,1666,1407,2480,2706,2112,2044,667
UQCR11,766,1888,1044,1505,532,1551,3265,907,760,346,635,801,1292,800,958,939
RP11-819M15.2,31,91,65,58,58,76,71,55,41,34,54,58,24,39,50,39
ACOT11,222,459,414,285,67,179,178,338,26,67,115,282,323,216,303,265
PCMTD2,1939,2211,1596,2398,795,1168,1705,1991,1842,756,1001,969,2589,1201,1233,681
NEK3,534,766,499,721,105,252,1202,544,745,302,390,371,397,554,455,338
MAT1A,5,301,40,29,124,70,35,10,0,0,15,134,14,61,45,6
NBPF15,1280,2196,1631,1718,767,570,2053,1491,1130,453,967,1242,1285,1197,1024,587
ZNF648,0,5,0,0,1,6,4,13,0,0,0,27,17,0,0,0
SHPK,69,118,80,150,41,108,221,84,70,16,67,61,112,64,61,91
IGKV1-5,410,3976,179,267,2020,1523,5296,94,63,37,94,381,3977,1021,66,89
OLFM4,0,1,2,10,1,4,3,8,0,11,2,1,77,6,1,1
ACVR1C,14,23,21,26,6,4,26,10,15,15,33,22,10,16,6,2
FAM86B2,20,10,2,7,3,13,18,12,5,0,5,34,12,13,2,7
ZNF571-AS1,23,27,44,20,13,10,10,29,31,7,12,6,18,7,20,3
CNIH1,1017,2115,1245,2515,680,1108,1510,1472,2165,1547,813,715,1310,823,1720,1270
LIN54,296,540,429,520,294,204,257,508,334,285,201,271,495,315,359,221
RN7SL368P,27,28,14,68,5,0,11,135,31,12,60,5,5,27,29,23
TNFRSF10A,358,672,470,496,312,219,513,225,403,262,272,331,637,356,335,346
FAR1,1923,2999,3161,3084,1051,1137,1309,2411,2762,1641,1308,1363,2507,1681,3662,1158
CIR1,1159,2220,1122,1568,774,840,2686,1228,967,670,745,1148,1262,886,1204,1586
NLGN4Y,43,0,87,0,0,1,0,203,1,1,2,247,1,0,0,0
CTD-2521M24.13,3,11,7,8,5,5,0,2,0,15,3,30,12,13,8,26
PLEKHH1,249,222,121,274,59,178,450,586,146,100,131,286,585,237,100,163
PHF2,745,1432,1420,1544,694,360,683,1224,1584,762,591,318,1620,984,1038,562
TAX1BP1,4068,6279,4519,5749,2925,4284,5902,4420,4187,3362,2622,3870,4415,3533,4104,3649
ATP5G3,1491,5227,2638,3233,1418,3742,8272,2535,1544,951,1317,2625,3338,2524,2732,3078
RP11-252A24.3,7,23,4,20,5,4,40,10,9,3,10,9,11,5,4,7
RP11-89C3.4,4,17,3,8,1,4,2,2,2,1,4,0,3,2,1,3
HPR,0,116,24,22,649,4,137,9,1,1,33,601,127,22,59,3
ZNF107,393,706,848,631,616,450,420,528,426,139,349,678,335,523,396,136
SEC23A,934,1650,1291,2228,883,1507,953,1463,2328,1581,1125,948,1889,1363,1355,797
RBMXP2,80,99,90,118,52,72,129,101,77,60,56,71,102,71,68,63
HNRNPA1,17605,30083,20809,31088,14580,16260,34977,24623,18235,13722,12769,18252,22964,17841,13750,14725
LINC00992,0,0,0,4,0,6,43,19,0,2,0,8,1,19,1,0
CDC27P1,19,36,35,39,24,16,21,21,45,49,23,30,32,23,25,18
RP11-635N19.1,21,21,6,39,4,13,83,20,16,3,1,14,6,11,4,12
CDC20,64,524,308,156,295,490,492,93,31,23,43,132,180,494,84,91
EIF3E,8217,12272,6877,11759,7289,8127,18521,7710,7560,5389,3938,8582,7035,5103,6190,6273
TMEM254-AS1,33,46,17,38,16,13,26,47,38,5,35,28,16,22,12,19
ARMC10P1,66,97,63,101,35,100,121,53,48,27,52,80,53,60,58,45
CTD-2104P17.1,25,29,1,1,0,1,33,31,0,8,12,6,5,3,1,12
SRPK2,632,1375,1153,1131,649,834,1070,875,875,515,473,830,1067,978,940,503
RARS,1678,2432,1617,2019,1126,2055,4163,1654,1211,1065,1108,1633,2194,1614,1495,1141
MRPL54,507,1038,599,890,429,825,2002,526,448,245,262,581,771,413,568,739
C14orf166,1616,3611,2386,3697,1605,1945,3484,2606,2955,1956,1375,1194,1827,1803,2221,2207
KLC3,6,4,4,3,9,30,58,22,0,0,0,22,22,11,2,0
PGAM1,5075,11016,5039,10858,4157,11012,15701,6401,3631,2335,3219,8039,8859,6555,4277,6896
CRTC2,1110,2322,1863,2248,892,900,1873,1942,1094,997,657,804,1820,1237,1083,1193
SUPT3H,217,358,213,290,123,130,348,187,148,81,104,121,144,169,81,94
AC002075.4,259,566,234,307,154,612,674,281,196,133,162,228,569,208,147,190
RP11-277P12.20,7,21,8,4,8,5,62,20,5,2,3,8,15,11,3,10
ZNF93,70,191,185,135,84,68,350,147,81,42,77,97,138,112,211,44
ZNF546,224,368,212,297,129,197,293,161,108,42,144,230,170,127,205,52
RP11-44F21.5,33,2,4,0,1,0,0,0,0,0,0,26,1,0,0,0
C21orf33,546,1321,708,1120,393,987,2051,873,464,289,541,669,1064,755,848,952
MESDC1,181,624,504,859,180,274,534,879,532,439,316,201,594,585,769,1288
PRNCR1,98,167,125,148,71,59,107,160,78,73,52,65,112,92,120,101
C11orf98,12,11,17,18,7,12,24,12,16,8,12,12,19,9,6,6
RUVBL1,488,1154,703,866,562,628,1455,608,657,532,389,600,754,732,343,540
LPCAT1,2375,3743,2868,6184,3235,2946,6238,5984,2215,1439,2991,1245,8269,5337,3114,3276
AC083884.8,0,12,0,3,3,1,2,1,3,1,0,0,1,0,2,0
AC002059.10,5,45,45,38,0,4,36,17,10,8,19,5,31,19,42,27
TARBP2,320,800,470,541,329,749,1070,394,331,153,319,508,496,367,455,356
FBXO10,33,116,115,91,51,19,120,58,110,27,59,38,113,86,99,61
AC004156.3,14,10,2,6,0,3,25,9,5,3,5,5,6,7,1,6
FAM218A,25,38,21,40,22,12,50,19,0,1,10,53,75,24,7,5
AL591893.1,19,12,18,16,8,10,17,14,4,5,9,18,20,15,8,1
GAS5-AS1,16,24,24,19,3,17,31,18,12,1,11,7,6,7,11,29
FBRSL1,456,1112,980,943,445,516,896,1069,572,364,408,409,1147,838,775,841
RP5-890E16.2,16,23,18,13,10,37,43,16,7,5,6,36,21,23,7,7
CYP24A1,51,28,13,69,575,57,1334,4,0,17,399,766,41,37,3,16
RP11-927P21.1,60,75,53,16,7,4,72,24,9,5,19,3,12,5,5,11
C9orf147,7,7,4,8,6,4,117,9,3,3,9,10,6,56,3,4
KRTAP11-1,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0
MIF-AS1,5,24,2,30,7,21,25,16,12,16,22,15,43,9,15,8
WDR5B,479,620,509,636,250,309,929,323,100,85,289,533,378,366,397,114
ORC2,704,1231,929,997,520,632,1115,958,680,593,550,830,806,734,533,495
RRBP1,1448,4908,3397,4256,2174,3129,4561,3827,2959,4443,1451,2371,6472,3582,3660,5731
AC144530.1,4,18,6,20,7,16,39,9,15,4,6,8,26,7,3,7
RP11-20I23.8,80,89,125,86,51,50,53,170,98,59,67,84,358,81,111,31
GOLGA2P10,164,137,49,88,63,213,228,159,57,23,54,142,199,92,17,87
UNC93B3,5,44,32,41,10,31,40,23,12,3,6,10,31,34,48,37
TBPL1,256,646,372,523,223,142,416,443,594,468,212,142,319,256,294,324
TTC28-AS1,588,972,401,724,203,609,965,679,382,152,380,400,591,286,237,338
CYLD,3238,7450,5729,5515,3921,1402,2598,8177,2356,2543,2386,3337,4773,3590,3234,3447
RPN1,3077,9165,5658,9158,4053,7822,11871,5049,4851,4592,3310,4357,7347,5839,6149,6384
RP11-172H24.4,4,12,18,27,6,20,23,8,8,7,27,11,12,22,5,8
RP5-1139I1.1,17,28,13,6,11,7,13,16,5,8,7,8,9,13,13,11
SMG1P6,197,250,277,158,172,66,91,264,130,184,68,144,199,172,126,44
AC125232.1,281,447,298,358,171,130,304,528,375,241,168,244,289,220,175,165
ONECUT2,2,85,4,2,436,2,37,13,1,4,0,14,4,43,1,1
RP4-814D15.2,7,16,6,9,4,8,18,13,7,6,3,8,6,7,7,4
AC007292.3,11,8,6,5,7,7,4,19,10,6,2,4,9,2,4,10
PRKAG2-AS1,383,356,159,437,69,252,415,191,47,39,88,232,219,170,158,94
RPL19,22672,40360,22333,34965,13204,25614,60173,23547,18288,11890,13119,23193,30995,20972,17796,19903
DYRK2,963,2036,1571,1182,1274,890,1770,1428,852,463,813,1542,1770,1016,1142,712
SLC17A5,530,1357,1107,1250,448,1643,1476,822,662,496,452,821,1223,578,1217,1169
TOMM40L,255,914,543,834,242,331,600,695,395,197,306,169,621,524,538,527
MECR,255,434,242,324,141,416,644,260,197,63,163,281,353,229,207,232
PCDHA10,3,10,2,225,1,4,5,15,68,13,11,2,31,67,3,4
CTD-3128G10.6,9,12,14,8,8,1,11,9,2,2,9,7,9,3,4,2
ITIH4,53,93,45,38,31,38,20,70,42,7,35,17,70,30,19,15
BNIP3L,5457,6985,3073,8300,1875,4196,6386,5150,3157,2620,3079,5495,5361,2537,4500,5364
SEMA4F,165,297,219,244,147,356,335,242,141,83,135,267,370,195,87,149
SAA2-SAA4,0,0,3,0,8,15,25,1,0,0,10,22,17,0,0,0
GUCA2B,6,2,0,0,0,9,135,2,0,1,0,0,14,27,1,22
AIMP2,208,551,481,477,217,366,638,294,213,160,186,256,388,447,368,309
VAMP7,470,1061,685,1045,383,350,743,635,733,408,361,326,600,487,846,444
SDHA,2336,4620,2711,5115,2040,5219,9475,3287,1670,1110,2854,2586,4182,3987,2087,2649
LBH,863,3491,2811,1657,1888,2114,2455,2758,5213,920,1524,896,3769,1402,730,1535
RBAK,747,1336,1067,1324,656,757,1012,1094,970,649,698,1510,1012,751,827,506
UTP18,941,2040,1432,1716,656,1107,1861,979,771,660,587,793,1009,1192,1463,1140
HRASLS2,1,22,1,6,5,41,26,12,4,3,0,15,37,5,0,4
ACSM2B,4335,2992,316,192,13,405,9594,2060,271,402,650,2200,2168,48,47,2665
ARID1B,1557,2568,2152,2034,1162,530,1429,2167,2192,1178,1024,747,2147,1629,1489,878
AC024560.3,551,804,645,617,293,417,697,712,253,232,263,669,763,509,437,228
DPEP1,58,14,17,395,8,5,18,148,208,194,7,34,122,1,1,82
SNTA1,302,587,200,492,220,2690,665,281,242,129,291,436,714,204,45,466
SYCP3,9,22,20,15,6,4,7,9,16,3,10,7,11,5,9,3
MAP2K4,682,1560,1083,1358,635,799,1127,1175,1011,834,562,842,1069,721,976,884
RP5-965G21.4,9,8,9,6,36,35,36,16,8,6,19,17,16,6,2,6
C19orf81,2,0,0,0,4,12,4,3,1,0,8,2,1,9,0,2
CTSO,1501,2712,1481,2804,652,1128,1678,1558,1849,881,1603,2181,2039,1054,1727,1564
PPFIBP2,963,1359,1086,1317,180,227,948,1419,591,219,382,560,870,814,1035,1031
MED20,179,450,329,388,187,300,498,288,296,189,149,261,281,210,313,217
ADGRG3,326,64,568,1245,47,4,108,726,119,208,196,28,475,201,165,132
MTHFS,133,128,79,154,37,166,338,129,29,33,54,69,169,67,59,133
KIF26B,135,207,73,98,10,51,50,131,81,19,25,74,63,94,73,52
RP11-278A23.1,9,14,12,18,9,2,15,12,6,4,11,8,26,6,5,7
CTD-2012J19.2,8,11,8,14,6,18,28,5,1,4,10,5,9,6,4,7
NPRL2,564,994,632,769,471,623,1105,652,483,152,329,353,779,445,370,285
RP11-554D15.1,2,0,0,1,0,0,5,0,0,0,0,0,0,15,0,0
SGPP2,368,424,274,237,795,1525,1241,409,69,467,382,658,916,848,104,542
C19orf52,136,363,234,262,133,198,404,213,97,92,101,151,321,175,188,162
DSG2,1146,1098,153,1853,72,1319,3696,2068,377,688,748,1423,1634,2716,49,1240
DDX12P,169,459,319,263,212,165,224,244,250,165,121,95,243,181,129,81
CCDC94,257,587,412,525,197,365,875,469,288,211,193,244,530,325,372,454
FLYWCH2,166,470,198,332,143,203,438,254,232,128,142,165,358,214,173,330
LINC01018,2,2,2,0,6,1,0,2,0,8,0,15,5,0,0,4
CCL15-CCL14,1,3,1,0,1,1,16,1,0,0,2,2,1,3,0,0
RNFT1P3,16,6,23,11,5,7,16,15,10,6,3,0,14,2,22,8
RP11-1012A1.7,3,13,3,10,7,4,7,4,4,1,3,9,8,7,7,5
FBXO15,49,59,14,45,10,29,130,60,14,3,12,38,63,13,12,52
RELN,7,111,20,83,15,8,77,49,4,3,28,9,21,55,4,9
SUGCT,150,185,14,53,44,72,57,185,49,62,28,84,81,13,2,103
SEC23B,1469,3309,2179,3688,1550,2764,3907,1835,939,605,770,2177,2786,1971,2220,1525
DNAJC3-AS1,119,113,53,143,22,35,55,57,32,23,47,89,99,24,43,41
SPDYE18,23,8,11,7,10,3,4,17,4,11,6,9,33,3,6,3
LINC01481,123,214,135,174,80,195,302,137,94,60,64,129,142,99,58,63
LIPT1,186,344,211,242,84,145,365,170,141,64,68,162,184,130,204,127
TRIQK,784,897,398,985,731,744,1814,619,656,402,352,875,619,402,509,477
FBXW4P1,60,40,13,18,17,4,59,57,34,18,18,7,10,11,4,36
CTD-2008P7.9,14,10,7,7,2,2,73,14,2,3,8,13,23,8,3,3
EAF1-AS1,9,13,11,11,5,2,2,9,3,1,9,5,4,3,2,1
ATP10A,214,640,718,453,493,271,286,277,740,221,247,73,432,465,172,103
LLNLF-187D8.1,3,12,5,4,2,1,10,6,4,3,5,5,7,5,1,9
OGFOD1,423,1149,986,1103,652,661,1006,632,526,593,359,606,1006,892,607,549
RP11-319G9.3,3,18,8,7,5,6,25,13,2,3,7,5,4,2,4,2
RP4-740C4.5,42,54,26,49,8,19,121,53,23,10,42,24,68,32,19,39
CRYBG3,885,1170,1392,1468,583,421,628,1025,2769,1440,962,1320,984,841,1677,482
COPE,1331,3757,2211,3113,1144,2315,4377,2014,1170,747,1041,941,2808,2151,2155,1854
FDX1P1,14,64,69,30,15,15,36,57,71,23,22,21,33,18,48,59
TSHR,19,51,46,53,24,14,17,51,53,12,1,8,20,46,12,14
FGF13-AS1,0,1,0,0,0,0,0,5,12,0,5,0,1,8,0,2
BRSK2,7,2,2,6,3,4,3,8,13,7,5,0,7,8,1,4
KCNS2,0,5,0,0,0,0,0,1,13,0,0,1,0,0,0,0
UBD,49,198,30,6,48,155,279,10,6,21,16,55,37,17,55,94
RNVU1-4,26,72,15,51,7,12,88,7,0,0,7,0,16,20,0,4
CHADL,15,39,9,20,4,22,35,34,10,6,21,8,31,14,16,17
PAN2,3294,4113,2669,3385,1269,1623,3400,3419,1612,822,1578,2463,2745,1950,1638,1192
RP11-228M15.1,40,73,41,67,26,82,54,48,51,9,12,3,67,54,47,2
GSDMC,1,15,0,3,2,0,12,3,11,7,3,1,4,0,3,0
LRRC73,9,4,0,36,17,97,46,1,5,5,0,17,13,29,0,21
TOMM22,891,1950,1020,1615,675,1826,2756,973,767,527,677,843,1551,932,998,1144
AC018816.3,29,19,16,28,18,40,176,36,16,11,16,53,45,90,10,27
RP1-179N16.6,41,44,34,37,22,45,49,52,18,2,28,109,16,42,19,11
RN7SL130P,3,13,5,7,1,3,7,4,0,0,6,20,2,3,0,2
PIP5K1C,435,1450,1274,1166,408,339,864,911,1154,810,477,336,1629,1298,1506,908
HOXA10,85,411,45,255,12,316,732,253,76,39,156,187,307,393,19,155
GYS2,2,7,3,9,13,0,12,1,3,2,6,3,5,3,3,1
RP11-247I13.3,9,18,2,4,5,1,8,21,4,1,7,11,1,5,2,7
GDPD3,121,248,136,228,61,60,236,137,244,143,105,100,178,124,77,71
BMS1,862,1956,1377,1758,822,984,1948,1246,1421,998,734,1212,1584,1171,1096,1001
C5orf30,135,254,113,104,125,96,179,111,145,116,77,151,135,102,100,162
RP11-12G12.7,33,33,22,29,17,22,49,19,21,33,15,15,32,19,24,37
MMAA,290,539,315,394,226,354,556,406,155,95,226,578,508,233,303,482
AP000473.8,21,10,1,6,0,0,14,6,31,2,9,1,4,1,0,4
BCORP1,177,0,399,0,0,0,0,177,0,0,0,23,0,0,0,0
SLITRK6,0,0,3,0,0,5,5,0,1,0,0,1,0,220,2,1
RP4-761J14.10,10,14,9,20,3,11,25,18,8,4,6,12,16,10,10,12
FASTK,1027,2256,1372,1505,874,2591,2597,1534,1212,428,879,1250,2198,1249,1004,968
CPT1A,1823,5090,4258,2986,1416,2131,2203,3102,3038,1826,1622,1028,4480,2190,3290,2138
GOLGA8B,4474,8337,7702,6214,4018,3283,5912,10088,2065,1045,4192,3309,6898,3464,2169,1337
U2,15,26,4,32,1,3,11,11,5,4,8,2,4,8,2,5
AC007389.3,8,9,17,16,5,11,25,20,9,16,7,2,16,10,9,8
SPP2,37,54,19,45,13,6,53,66,32,15,25,27,22,17,20,19
PCSK1N,66,13,3,18,0,2,1,20,4,2,28,8,65,7,0,2
LINC00598,6,31,23,19,48,6,6,18,15,16,14,8,10,5,7,3
AC020951.1,38,12,45,14,19,11,7,59,21,6,9,26,61,18,13,2
AC074289.1,567,653,457,1041,150,96,457,1366,157,154,162,228,561,503,391,434
ASL,426,738,492,666,665,962,1077,587,403,223,474,521,745,366,414,542
VPS29,1770,4006,2825,3070,1579,2436,5173,2110,1286,831,1290,1551,2552,1982,2546,1732
HOXA3,104,124,11,112,21,197,366,148,38,27,72,91,153,242,8,106
RP11-294N21.2,16,14,14,9,9,9,45,34,12,7,5,8,8,20,9,9
TTC27,507,819,491,568,356,452,1178,466,384,243,395,531,609,496,353,435
RP11-16E23.4,24,34,21,21,15,3,11,27,19,13,7,16,18,14,13,10
RP1-59D14.9,17,11,9,21,5,11,38,26,4,6,8,13,13,20,10,19
TRAV3,15,110,90,58,75,8,17,241,5,1,16,4,60,35,11,5
AC093375.1,13,16,14,7,12,5,62,16,5,7,8,6,8,9,4,9
Y_RNA,7,5,6,4,3,3,0,11,3,0,0,2,2,3,3,0
RP11-573D15.9,8,8,14,10,2,13,27,6,2,2,1,36,8,8,4,0
NHP2,762,1679,733,964,607,1633,2826,767,584,365,455,962,1475,1053,557,834
RP4-621B10.8,6,8,4,5,0,0,20,6,3,4,3,3,3,2,6,6
KPTN,110,273,130,218,65,194,224,152,79,45,57,62,169,147,118,95
STRADB,568,1133,602,801,414,1525,1269,512,390,186,328,1179,831,793,627,719
ZRANB2-AS1,3,3,0,0,0,0,14,0,2,4,0,0,0,0,0,0
IGSF11,6,16,2,46,10,1,27,5,1,1,7,10,7,12,0,4
RP1-27K12.2,2,4,0,1,13,0,1,44,0,0,1,10,10,3,1,26
TLCD1,16,15,8,59,13,111,272,28,4,6,31,44,50,138,5,22
POFUT1,674,1459,995,1333,777,3567,1501,1066,1050,409,691,870,1954,1309,906,691
TRPM3,326,153,19,39,68,65,128,353,43,115,6,73,75,14,12,263
ZNF420,257,355,237,325,158,209,317,260,303,215,182,187,253,177,212,144
CHPT1,860,1547,1212,1359,257,1379,1618,1261,430,724,560,777,1179,554,1151,1042
CTA-390C10.10,22,57,24,69,7,44,22,43,39,14,29,31,53,29,32,50
ZDHHC4,585,1401,725,1150,519,1312,2079,928,436,209,624,934,911,747,855,735
HEBP2,1440,2426,1439,1991,869,1676,7289,1294,1001,677,943,836,1736,1269,924,828
G2E3,391,703,675,660,325,202,278,682,502,335,300,245,513,331,465,182
IL11,8,4,3,14,2,6,3,30,12,11,3,2,7,20,2,9
ZC3H12B,64,33,32,19,4,12,43,45,40,10,29,45,44,18,13,29
RAB4A,758,1424,832,1149,418,875,1645,871,822,472,402,641,891,593,758,621
SLC50A1,502,1731,819,1271,520,1456,2208,735,688,311,496,701,808,855,814,865
LAMP1,3071,10429,11058,12945,2366,4062,6021,5272,5073,4031,2970,2245,6491,6070,10631,10108
ZBTB44,1695,2749,1744,2203,1141,489,2632,2063,1502,881,925,1437,2656,1150,1264,1090
MIS18A,107,202,115,151,87,237,305,137,75,53,69,140,154,134,114,94
AC005618.6,40,38,21,137,11,18,49,20,7,3,30,21,14,9,6,3
OXER1,74,91,57,127,13,107,150,104,39,12,33,80,61,47,82,84
TMEM147,467,1833,1102,1498,452,2457,2303,904,653,354,545,956,1370,1029,1112,952
AC019097.7,44,113,56,80,61,41,99,46,49,35,31,36,59,51,52,54
SPIN2B,90,195,107,135,68,94,255,101,92,36,58,131,140,73,72,99
LINC01267,0,41,3,0,0,0,0,2,0,0,0,2,0,1,3,15
PLCB3,383,883,731,894,213,681,945,541,666,259,392,302,1077,1135,786,549
DDX17,26227,36565,34372,31575,15342,17643,27629,40439,20952,10813,16510,15694,30666,16657,19504,12573
ATP11C,816,1609,1127,1454,512,653,984,1138,1612,1540,743,695,1049,996,1190,632
FAM216A,189,269,126,229,109,314,249,132,152,42,112,232,222,71,98,99
SDR39U1,741,1508,1012,1213,512,634,1645,1537,880,440,614,540,942,721,690,657
ERV3-1,814,714,684,937,331,164,509,998,609,258,430,421,643,605,365,76
RP1-253P7.4,6,9,11,5,7,1,4,14,6,3,4,5,5,9,7,2
PHACTR2,548,1364,1059,1053,553,197,708,799,2238,1700,619,241,816,652,1017,505
PEX3,269,629,329,380,258,309,820,387,428,188,218,249,487,276,283,239
RP3-525N10.2,115,6,22,41,0,6,21,31,11,8,4,36,16,11,7,9
AC008694.2,74,126,51,110,33,89,118,62,49,31,41,68,74,49,49,74
NDUFB8,565,1349,867,1035,430,699,1239,781,532,315,351,500,977,650,686,760
RPL23A,13263,23491,12361,22476,9470,13169,39077,13969,11416,7336,9010,12812,16183,12073,8113,9808
RP11-318C24.2,4,18,10,14,2,1,20,11,23,7,8,5,8,5,14,8
RP11-338N10.3,14,16,5,10,2,1,38,7,2,4,4,13,3,8,2,13
PPP2R3C,743,1627,1299,1548,721,638,1025,878,916,787,502,351,816,782,1056,836
LINC01547,8,48,36,24,6,14,26,18,10,1,16,20,20,16,25,14
RP11-438F14.3,36,47,3,1,0,0,10,12,0,0,0,1,3,0,0,11
PPP2R5A,1657,3303,1905,2085,1296,1266,2153,2287,2950,1219,1089,1366,1747,1243,1475,1445
RNF216P1,292,564,525,530,208,436,614,468,328,294,284,374,480,523,402,423
PFKL,3132,7066,4394,6926,2107,6992,8151,5304,3343,2665,2725,4403,7779,4638,4791,4350
SELP,108,451,54,66,27,3,265,315,170,229,314,14,625,40,16,161
URI1,1395,2711,1714,1909,1165,2232,2956,1552,1500,734,978,1562,1955,1218,1332,1219
IQSEC1,1347,2143,2951,2455,928,322,928,2536,2900,1168,1065,446,2657,1444,3030,1236
CDC25C,24,120,56,39,65,79,116,20,10,7,16,29,27,91,12,25
MAD2L1,92,491,326,174,358,384,411,141,107,36,94,270,246,403,134,139
SUCLA2,809,1224,739,1160,313,532,1574,780,695,398,496,648,797,527,621,630
PDIA3,9124,26805,14958,24844,9338,31347,22813,12022,10791,6770,9589,12746,14713,12889,13205,14110
SOWAHA,8,1,6,1,5,17,51,36,1,0,17,20,57,0,0,1
RP11-697E2.6,5,7,5,3,4,11,8,6,1,3,3,11,8,5,4,4
DDX5,53829,91637,55794,68658,26874,15329,49614,89491,67163,51385,36197,35727,38450,35845,37483,44344
RP11-888D10.4,35,72,47,52,30,10,20,53,27,23,25,23,43,20,34,39
DCT,34,44,3,38,11,14,50,47,3,3,27,61,11,24,3,11
BFSP1,3,10,6,12,5,2,13,6,11,7,5,6,5,8,0,4
KMT2C,2673,3739,5352,4602,1985,1105,1290,5131,3398,2432,2321,2411,4754,3666,3360,1251
MATR3,346,318,206,289,168,116,157,514,238,246,154,315,258,150,109,127
DARS-AS1,66,119,69,173,76,74,389,120,48,38,62,108,132,90,51,68
RP11-125O18.1,0,4,0,0,0,0,0,0,0,0,1,13,1,0,0,0
AAMP,1539,3029,1652,2980,988,2203,4860,1817,1783,1173,1176,1029,2486,2059,1822,2115
